text,aspect,sentiment_label,language
-1,LIKARETE TSA LI BANKA HA LI SA SEBETSA,-1,sesotho
-1,BA KHOLANG MEPUTSO E TLASE HA BANA ANGOA KE LEKHETHO,1,sesotho
-1,PHATHI E RE E IPATLA BOHANYETSING,1,sesotho
1,SECHABA SE PHELANG UKRAINE SE BOLOKOHILE,1,sesotho
-1,MOKHETHOA O TŠOEROE KA BOSHOLU,-1,sesotho
-1,MOETAPELE O HLASELA SETHO SA PHATHI,-1,sesotho
-1,MOCHOCHISI O PATALLA MONNA OA LEKOEREKOERE,-1,sesotho
1,NAHA E FETOHILE SELAKHAPHANE,-1,sesotho
-1,LIPAKI NYEOENG EA LITOPO LI PELEKANYA MALEME,-1,sesotho
-1,LELAPA LA MOFU LE BOHLOKO KE LESHANO LA LETONA,-1,sesotho
1,PAKI E RE HA TSEBE LETHO KA LEFU LA LESOLE,-1,sesotho
-1,UTLOA KA TSA LINAKELI TSA MOCHOCHISI,-1,sesotho
-1,SEBAPALI SE PHONYOHA LEFU KA SOBA LA NALE,1,sesotho
-1,MOCHOCHISI O RE HA A BATLE BAAHLOLI BA NAHA,-1,sesotho
-1,BACHOCHISI BA MAMENEMENE MATJALENG,-1,sesotho
-1,PHATHI E LOKISA LITSELA MOO E HAPILENG LIKHETHO,1,sesotho
-1,TONAKHOLO O ROETSE KA BOBOLU,-1,sesotho
-1,MOCHOCHISI O TŠABA HO EMA KA PELA MOAHLOLI,-1,sesotho
-1,RAMOLAO O RE NYEOE EA TREASON E QHALOE,-1,sesotho
-1,UTLOA MEK'HAEFETE EA MOHLOMPHEHI,-1,sesotho
-1,TLHOKOMELISO KA KOTSI EA MOLLO,-1,sesotho
0,LEKHOTLA LE BA FUMANA BA LE MOLATO,-1,sesotho
-1,MASHOLU A HLATSISOA LIKHOMO TSE 12,1,sesotho
-1,BA HLAHOA LESUMATHA KE MOFETA-KA-TSELA,1,sesotho
1,SEPOLESA SE TŠOARELA MAHOKELA THUPELO,1,sesotho
1,BA HLAHA KHOTLA KA BOSHOLU BA LIPHOOFOLO,-1,sesotho
1,MOSALI O AHLOLOA LILEMO TSE 10 CHANKANENG,-1,sesotho
1,MONNA EO E SA LENG A BATLOA KE SEPOLESA OA INEHELA,1,sesotho
1,KEREKE E LEBOHELA MORENA KA MPHO EA SEHLABELO SA 'MISA,1,sesotho
0,MONNA O HLAHA KHOTLA KA QOSO EA POLAO EA MOTHO,-1,sesotho
0,BABELAELLOA BA LIPOLAO TSE SEHLOHO BA QHAUTSOA KE SEPOLESA,1,sesotho
-1,MOSALI O FUMANOA KA HARA LEKOALIBA LA MALI,-1,sesotho
-1,MONNA EA NENG A NYAMELE OA TSETOLLOA,1,sesotho
1,MONNA O FUMANOA KA LITHETHEFATSI TSE SENG MOLAONG,-1,sesotho
-1,KOMPONE EA MARANGRANG E LAHLEHELOA KE MATSEBE-TSEBE A MALOTI KA BOKHOSHELI,-1,sesotho
0,MOKHOENYANA O THUNYETSA MOHOE LEFU,-1,sesotho
1,MOSALI EA HOEBANG KA 'MELE O HLAHA KHOTLA KA POLAO,-1,sesotho
1,BANNA BA EA CHANKANENG KA BOSHOLU,-1,sesotho
1,MONNA O QOSOA KA LETOTO LA LITLOLO TSA MOLAO,-1,sesotho
1,LETŠOLO LA 'MUSO LA HO HLOEKISA NAHA,1,sesotho
1,BA QETA LILEMO TSE 25 BA NTSE BA SEBELETSA SECHABA,1,sesotho
-1,SEPOLESA SE FUOA MABONE KE KOMPONE,1,sesotho
1,LITEBOHO,1,sesotho
1,TSEBISO EA SEPOLESA,0,sesotho
-1,MONNA O AHLOLOA M8 000 KA HO HLOMPHOLLA BORENA,-1,sesotho
-1,SEPOLESA SE FUMANTŠOA THUPELO,1,sesotho
-1,BANNA BA FUMANOA HAHA BA NTSE BA HLABA LIPOLI,-1,sesotho
1,TSEBISO E POTLAKILENG,0,sesotho
0,BATŠOARUOA BA ITLHAPHOLA KA NKU EA MONG’A EONA,-1,sesotho
1,MONNA O AHLOLOA SELEMO CHANKANENG KA HO BA LE KHOMO EA FATŠE,-1,sesotho
-1,MONNA O TOBANE LE LINYEOE TSE THARO,-1,sesotho
-1,BANA BA BELAELLOA POLAONG EA MOSALI KA MOTHAMAHANE BA HLAHA KHOTLA,-1,sesotho
-1,MONNA O FUMANA KAHLOLO EA KHOEBISANO KA BATHO,-1,sesotho
-1,LIKHOMO LI FUMANOA LI SOLLA THABENG,-1,sesotho
-1,MOKHATLO O TŠOARA MOLEPO,0,sesotho
0,PHATLALATSO EA LITABA,0,sesotho
1,MONNA O TŠOEROE,-1,sesotho
-1,MONNA O TJAMETSOE KE QOSO EA HO KHAKHATHA MOTHO,-1,sesotho
1,SEPOLESA SE PHURA LESHOETLA LE BAITŠUKULI,1,sesotho
1,O BATLA MASIBA A MPSHE A M30 000,-1,sesotho
1,LEKHOTLA LE LAHLELA MOLATA KA BANNENG,-1,sesotho
-1,SEKOLO SE PHAHAMENG SE ETELOA KE SEPOLESA,1,sesotho
-1,MONNA O IPHANYEHA PONTŠENG EA NGOANA,-1,sesotho
1,MONNA O HLAHA KHOTLA HAPE KA LITLOLO TSA MOLAO,-1,sesotho
-1,BASALI BA SEBETSANG BA ETELA KEREKE,1,sesotho
1,PHATLALATSO EA LITABA,0,sesotho
-1,LINKU TSA NKHONO LIA NYAMELA,-1,sesotho
-1,LITHO TSA SEPOLESA LI TSOA KANO TLASE,-1,sesotho
-1,RUA TSEBO KA MAFAPHA A SEPOLESA SA HENO,0,sesotho
1,LETONA LE ETELA METEBO EA SEPOLESA,1,sesotho
1,SEKOLO SE PHAHAMENG SE ETELOA KE SEPOLESA,1,sesotho
-1,HO QHOMA E MAHLO-MAFUBELU,-1,sesotho
1,MONNA O FUMANOA A LE MOLATO OA HO BA LE MAHLAAHLELA,-1,sesotho
-1,SEPOLESA SE BUA LE SECHABA,1,sesotho
-1,LEPOLESA LE BUA LE BANNA BA THABA,1,sesotho
1,RUA TSEBO KA MAFAPHA A SEPOLESA SA HENO,1,sesotho
1,O BELAELLOA KA BOQHEKANYETSI BA JOALA BA M90 000,-1,sesotho
1,MONNA O FUMANOA A KHAOTSOE HLOOHO,-1,sesotho
1,BASALI BA SEPOLESA LE MAKOSTABOLE BA ETELA LIKOLO,1,sesotho
1,BATHO BA BEHA MEJA FATŠE HO EA QALA BOPHELO BOCHA,1,sesotho
-1,MEKHALAJOE E IPHETOLA LITHO TSA SEPOLESA,-1,sesotho
1,SETEREKE SE KOALA KHOELI EA MOSALI OA MO-AFRIKA,1,sesotho
-1,MOHLANKA O TOBANE LE QOSO EA HO QHEKETSA,-1,sesotho
1,MONNA O FENETHOA LE PELE A PATA MOHATSA’E,-1,sesotho
1,MOSHANYANA O LLELOA KE LITŠEPE KA POLAO,-1,sesotho
-1,MONNA O FUMANOA KA HAR’A LETAMO LA MALI,-1,sesotho
-1,MONNA O FELLOA KE BOPHELO KA PELAELLO EA PETO,-1,sesotho
1,HO FUMANOA SETOPO SA MOSALI,-1,sesotho
1,MEMO EA BAHOEBI BA BANYENYANE,1,sesotho
-1,MONNA O QOSOA KA POLAO LE HO CHESA 'M'AE,-1,sesotho
-1,MOKHATLO O NKELOA CHELETE KA MASENE,-1,sesotho
-1,BA QOSOA KA HO BULA SEKOLO KA THOKO HO MOLAO,-1,sesotho
0,MAFOKISI A MO HLAHA LESUMATHA,1,sesotho
1,RE HETLA MORAO MOO RE TSOANG TENG,0,sesotho
-1,MONNA O MO BATA LE SA TŠELOENG KE NTA HO TSEKOA PAMPIRI EA KOAE,-1,sesotho
1,BANNA BA QOSOA KA BOSHOLU BA THEPA EA BOLENG BA M265 000,-1,sesotho
-1,HA BA RE TLA BA THULANA LE THIBELLA MOTSENG,-1,sesotho
-1,RE HETLA MORAO RE KENA KA OFISING EA MOOKAMELI OA SEPOLESA,0,sesotho
-1,SEPOLESA SE KENA LIPAKENG,1,sesotho
1,SEPOLESA SE HLAHLOBA MEHLAPE,1,sesotho
1,MOKHATLO O FA SEPOLESA MOAHO,1,sesotho
-1,MONNA O BOLAELOA SETHIBA-MATHE,-1,sesotho
-1,SEPOLESA SE FUMANA SETOPO SA MOHLOMPHEHI KA BUTING,-1,sesotho
-1,POLICE CONSTABLE O NYAMETSE,-1,sesotho
-1,RE TLA SEBELETSA SECHABA KA BOITELO KA LINAKO TSOHLE,1,sesotho
1,BANNA BA LLELOA KE LITŠEPE,-1,sesotho
1,O QOSOA KA HO KENA KA HARA NAHA KA KHOROANA TSA MATSA,-1,sesotho
-1,MOTHO O PHUTHOA KE SEPOLESA E SE E LE MOFU,-1,sesotho
-1,BANA BA FUOA THUPELO KA KOTSI E KA BAKOANG KE MOLLO,1,sesotho
1,BASALI BA PHURA LESHOETLA,1,sesotho
1,MONNA O HLAHA KHOTLA KA TLHEKEFETSO KA MOTABO,-1,sesotho
1,MONNA O QOSOA KA HO QHEKETSA LE HO  INKELA MOO A SA BEHANG,-1,sesotho
-1,MONNA O FENETHA MOTHO,-1,sesotho
-1,PHATLALATSO EA SEPOLESA MABAPI LE BOQHEKANYETSI HO MARANG-RANG,0,sesotho
-1,MONNA O QOSOA KA BOSHOLU BA THEPA EA MARANG-RANG,-1,sesotho
-1,BALISANA BA TŠOELISA LESHOLU LIKHOMO,1,sesotho
-1,BAHOEBI BA QOSOA KA HO REKISETSA BAREKI LIJO TSE FELLETSOENG KE NAKO,-1,sesotho
-1,FANA KA MALI KHAFETSA O PHOLOSE BOPHELO,1,sesotho
-1,TSEBA KA LEFAPHA LA TAOLO EA LITAEMANE LE LITHETHEFATSI,0,sesotho
-1,BA 'MUSO BA SALA MONYENYETSI MORAO,1,sesotho
1,BAFANI BA FANA KA KOLOI SEPOLESENG,1,sesotho
1,LEKHOTLA LE BA BOLAISA SEPHALI,1,sesotho
-1,'MELAELLOA O  TJAMETSOE KE NYEOE EA HO HLEKEFETSA MOSHANYANA KA MOTABO,-1,sesotho
-1,MONNA O LLELOA KE LITŠEPE KA NYELISO EA LEKHOTLA,-1,sesotho
-1,MONNA O IKETSA LESOLE 'MOTOANA HO MARANG-RANG,-1,sesotho
1,MONNA O APOLA NGOANANA LIKOBO KA SHESHE,-1,sesotho
-1,BA KETEKA LETSATSI LA MACHABA LA BOKOOA BA PONO,1,sesotho
-1,MONNA O  HLAHA KHOTLA HAPE KA BOSHOLU BA THEPA EA 'MUSO,-1,sesotho
-1,MOKHATLO OA LEFATŠE OA BOPHELO O KETEKA LE SEPOLESA LE LEKALA,1,sesotho
0,BANNA BANA BA BATLOA KE SEPOLESA,-1,sesotho
-1,LILEMO LI LESHOME CHANKANENG KA HO UTSOETSA KEREKE,-1,sesotho
-1,MONNA O  KENA NTLOANA-TŠOANA KA HO HLEKEFETSA MOSALI OA HAE,-1,sesotho
1,MUSO O ABELA SEPOLESA MAKOLOI,1,sesotho
-1,SEPOLESA SE PHURA LESHOETLA KA THIBELO EA LITLOLO TSA MOLAO,1,sesotho
1,TSEBA KA LEKALA,0,sesotho
-1,MOSALI O KENYA METSI KA MOELI,-1,sesotho
-1,MONNA O FUMANOA KA SETHUNYA SE SE NANG MANGOLO,-1,sesotho
1,SEPOLESA SE PHOLOSA LIPHOOFOLO TSA BOSHOLU,1,sesotho
1,BA QOSOA KA BOSHOLU BA THEPA EA KHOEBO,-1,sesotho
1,LITSI TSA TŠIRELETSO LI EPA PITSO MOTSENG,0,sesotho
1,HLATHE E LELEKISA TSEBE HO MOOKAMELI OA SEPOLESA,1,sesotho
-1,O EMETSE NYEOE EA POLAO KA LEBAKA LA BB,-1,sesotho
1,NGOANA O PHOLOSA ‘M’AE LITLENENG TSA TAU,1,sesotho
-1,LEKALA LE SEBETSANANG LE BOBOLU BA LATA LI-MILLION NAHENG EA BOAHISANE,1,sesotho
0,BANNA BA HLAHA KHOTLA KA POLAO EA MOLISANA,-1,sesotho
1,MOSALI O HLEKEFETSOA KA MOTABO,-1,sesotho
-1,MONNA O QOSOA KA POLAO EA MOTHO,-1,sesotho
-1,LEPOLESA LE HLAHA KHOTLA KA PELAELLO EA POLAO,-1,sesotho
-1,SEPOLESA SE QHAUTSA SESINYI SA KOMPONE EA MARANGRANG,-1,sesotho
-1,SEPOLESA SE PHUTHA LITOPO,-1,sesotho
-1,MOHLOLI E MONYANE O ETELA MAPOLESA,1,sesotho
-1,BABELAELLOA BA QHAUTSOA KA MOR'A HO TIMETSA LEPOLESA,-1,sesotho
1,THUPELO EA SEPOLESA KA LEFAPHA LA BATHO BA NANG LE BOKOOA,1,sesotho
1,MOSALI O PATA TLHAHO EA LESEA,-1,sesotho
-1,QHAQHANG-QHANG NTLONG EA THITELO,-1,sesotho
1,MONNA O LITLAMONG KA PELAELLO EA HO HLEKEFETSA KA MOTABO,-1,sesotho
1,TSEBA KA SEKOLO SA KOETLISO,0,sesotho
-1,BABELAELLOA BA AHLOLOA LILEMO TSE MASHOME A MARARO,-1,sesotho
-1,MOHLEKEFETSI OA NGOANA O LLELOA KE LITŠEPE,1,sesotho
-1,BANNA BA MATJALENG KA HO TSEKA LENTSOE MONNA,-1,sesotho
-1,MONNA O QOSOA KA PETO EA NGOANANA,-1,sesotho
1,MONNA O LLELOA KE LITŠEPE KA POLAO EA MOHOLOANE OA HAE,-1,sesotho
-1,MASHOLU A SHATELA MAPOLESA,-1,sesotho
-1,MONNA O THEOHELA KA BANNENG KA LEBAKA LA TEROLI,-1,sesotho
-1,MONNA O QHAUTSOA KA BOQHEKANYETSI,-1,sesotho
-1,HO TŠEPA MOTHO KE HO POKOTHA NOHA,-1,sesotho
1,BANNA BA TŠOAROA KA BOSHOLU BA BOQHOBANE,-1,sesotho
-1,BAHOEBI BA TŠOARELOA THUPELO,1,sesotho
-1,SEPOLESA SE HLAHLELLA BANA,1,sesotho
1,BABELAELLOA BA HLAHELLA HAPE KA PEL'A LEKHOTLA KA BOSHOLU BA THEPA,-1,sesotho
1,SEPOLESA SE FANA KA MALI,1,sesotho
-1,SEPOLESA SE PHUTHA LITOPO,1,sesotho
1,SEPOLESA SE TŠOARA THAPELO NAHA EOHLE,1,sesotho
-1,BASALI BA SEPOLESA BA PHURA LESHOETLA LE SECHABA,1,sesotho
-1,SEPOLESA SE TSOELA PELE KA HO ETELA LIKOLO,1,sesotho
1,MONNA EA IPHETOTSENG LETSA O THEOHELA KA SETSING,1,sesotho
1,LIKEREKE LI ETELOA KE SEPOLESA,1,sesotho
1,BABELAELLOA BA ITOMA MALEME HA SEPOLESA SE BATLA TLHALOSO,-1,sesotho
1,MOTHO O FELLOA KE BOPHELO KA HO TSEKA BAETI,-1,sesotho
1,BANNA BA MO HLABELA LEFU,-1,sesotho
1,SEPOLESA SE HLAHLELLA BACHA KA MEKHAHLELO EA BONA,1,sesotho
1,MONNA O KENA MATJALENG KA HO IKHAPELA THEPA EA MARANG-RANG,-1,sesotho
-1,SEPOLESA SE MEMA BANA HO BUA LE BONA,1,sesotho
1,BACHA BA ETELOA KE SEPOLESA,1,sesotho
1,KEREKE E MEMELA MOOKAMELI OA SEPOLESA SEHLABELONG SE HALALELANG SA 'MISA,1,sesotho
1,SEPOLESA SE THAKHOLA MOKHATLO,1,sesotho
-1,MONNA O LOKOLLOA KA BEILE EA M2 000,-1,sesotho
1,BANNA BA HLAHA KHOTLA HAPE KA BOSHOLU BA BOQHOBANE,-1,sesotho
-1,LEKHOTLA LE LOKOLLA BAQOSUOA KA BEILE,-1,sesotho
1,LEKHOTLA LE AHLOLA MOSALI 'MOHO LE MORALI LE SETLOHOLO,-1,sesotho
-1,SEPOLESA SE LONGOA TSEBE,1,sesotho
1,BANNA BA KHAHLANA LE SEPOLESA TSELENG,1,sesotho
-1,SEPOLESA SE MALALA A LAOTSOE HO THIBELA LITLOLO TSA MOLAO,1,sesotho
-1,SEPOLESA SE RUPELA BANA,1,sesotho
-1,MOOKAMELI OA SEPOLESA O ETELA KEREKE,1,sesotho
-1,BONA BASUOE BA BOLAETSENG MOSHEMANE MOPHATONG,-1,sesotho
-1,MOETAPELE O PEPESA LERATO LA HAE HO TONAKHOLO,1,sesotho
0,O TORONKELA HO KHAKHATHELLA MOSALI LIKOBO ESALE A SIEA MOSALI LILEMO TSE MASHOME A MABELI,-1,sesotho
-1,MOSALI O THULANYA MONNA LE MAJOE HO FIHLELA A 'MOLAILE,-1,sesotho
-1,LEKHOTLA LE PHAHAMENG LE FANYEHA 'MOLAI OA NGOANANA EA LILEMO LI HLANO,1,sesotho
1,LEPHELE LE CHAISA LEPOLESA LA 'MUSO,-1,sesotho
-1,SEBONOANG SE BONOA KE BOHLE,-1,sesotho
-1,BATHO BAA E LE HORE BA MPA BA ITHATELA LIKIPA TSE MONNA MPENG KAPA E HLILE KE BANA BA LELAPA LEO,0,sesotho
-1,OA 'MUSO O FELLOA KE MAMELLO O SUNYA MONNA LIETA LITAPOLENG,-1,sesotho
-1,MOHOEBI O QETA HO THUNYETSOA LEFU MAHLONG A MOSALI'AE,-1,sesotho
-1,MONNA O ITAHLETSE KA KOETSENG,-1,sesotho
-1,MOHLANKANA O KHAOLOA MENOANA LE BOTOANA A NTSE A PHELA,-1,sesotho
1,SETOPO SA HAE SE FUMANOE LETAMONG KAJENO,-1,sesotho
1,LELAPA LA SEBOHOLI SE ILENG SA BOLAOA KA SEHLOHO,-1,sesotho
-1,MOSALI O AHLOLOA LILEMO TSE HLANO NTLOANA-TŠOANA,-1,sesotho
-1,E TSOHA E LE SEBONOANG SE BONOA KE BOHLE MOTSENG,-1,sesotho
-1,NGOANANA O UTSOA LIAPARO TSA MONGA HAE LE TSA BANA,-1,sesotho
-1,TLHOKOMELISO EA HO KHAOHA HA BOROKHO BA NAKOANA,-1,sesotho
-1,SEPOLESA SE BATLA BABOLAI BA LITHO TSA LELAPA,-1,sesotho
-1,BASALI BA MO PHUTHILE ESITA LE HO MO FEPA,1,sesotho
1,NYATSI E RATHOA KA SABOLE,-1,sesotho
-1,MONNA O QETA HO TŠOLA TLHAKO MORONG KAMORA HO TETEKA MOSALI,-1,sesotho
-1,SETOPO SA MONNA SE INOLOA KA LETAMONG SE TŠETSOE KA HARA POLASETIKE,-1,sesotho
-1,BONA MONNA EA FENETHILENG MOSALI-AE KA THIPA MAOBANE,-1,sesotho
1,'MUSO O NTSE O TŠOERE KA MATLA HO MATLAFATSA LITSELA TSA NAHA,1,sesotho
1,MOITHUTI OA SEKOLO SE SEHOLO O TŠOARELOA HO OTLA KHAREBE O MO TSEKISA HO ITHOLELA HA A MO FEREHA,-1,sesotho
1,TONAKHOLO O HLAHA A PALAME KA THATAA HEE LE HONA O E KOTSOMETSE,1,sesotho
1,SE ENTSOENG KE MOLIMO O KE KE OA SE FETOLA,1,sesotho
1,MONNA OA TŠOAROA A NTSE A BETA KHOMO,-1,sesotho
-1,BONA MOSALI A QOSETSOANG LESHANO O NTŠITSE MAKUNUTU A 'MUSO,-1,sesotho
-1,NGOANA O NTSE A E-SO INOLOE KA LETAMONG,-1,sesotho
-1,MOSALI EA ILENG A PEPESA LETHATHEMO LA MATONA A MACHA O QOSITSOE,-1,sesotho
-1,MORENA AO LOANELE LINTOENG TSA BOSIU AO HLOLELE MELEKO EOHLE,1,sesotho
-1,LI NTSE LI ROROPA KA 'MALETSUNYANE BRAAI FESTIVAL,1,sesotho
-1,TONAKHOLO O BILIKA KA SETHUTHUTHU,1,sesotho
1,TONAKHOLO O NTSE A JABA-JABA MOKETENG,1,sesotho
-1,SEPOLESA SE RE HO TŠEPA MOTHO KE HO POKOTHA NOHA,-1,sesotho
1,BONA MONNA EA BOLAILENG MOTHO MOTŠEARE TOROPONG,-1,sesotho
1,NKHONO MORALI LE SETLOHOLO BA QHALILE KEMARO,-1,sesotho
-1,O TLOHELLA NKHONO EO E LENG NYATSI EA HAE O BETA NGOANA,-1,sesotho
-1,LEKHOTLA LE AHLOTSE MONNA EO ESALENG A ROBALA LE MORALI'AE,-1,sesotho
-1,MOOKAMELI O BOLOKUOE LE MORA OA HAE MAOBANE,-1,sesotho
-1,MONNA O BOLAELOA MAPATLELONG A TOROPO,-1,sesotho
-1,MONNA O TŠOEROE A BETILE NGOANANA EA NANG LE BOKOOA,-1,sesotho
-1,NGOANA O QETA HO CHELLA KATLUNG,-1,sesotho
-1,MONNA O BETA KHAREBE E NANG LE BOTHATA BA PUO,-1,sesotho
-1,MOOKAMELI O KOETETSE KE BO RASETHUNYA BOSIUNG BA KAJENO,-1,sesotho
-1,MONNA O FUMANOA A BOLAUOE KAJENO,-1,sesotho
1,UTLOA LITABA TSA MOSALI EA BOLAUOENG KE KOLOI SHOALANENG EA MAOBANE,-1,sesotho
-1,KOLOI E QETA HO BOLAEA MOSALI O ITAHLETSE KA TSELENG EKA O KOPA THUSO,-1,sesotho
-1,BONA LESOLE LE THUNYELITSENG MOSALI'A LONA LEFU,-1,sesotho
-1,MORALI O FUMANA 'MAE A BOLAUOE,-1,sesotho
-1,BA TŠOLLA MALI A SENANG MOLATO BA BOLAEA BANNA BA BABELI KA SEHLOHO,-1,sesotho
-1,MONNA O BOLAEA MOTHO,-1,sesotho
-1,KOLOI EA BAETI E CHESITSOE,-1,sesotho
-1,TONAKHOLO O PALAME KHENTŠA,1,sesotho
-1,NGOANA O BOLAETSOE KA MORUNG,-1,sesotho
1,NGOANA O NYOPISA MORERO OA MABETA,1,sesotho
1,MOETI O TIMELLA KOTSING EA TEKESI,-1,sesotho
-1,MOOKAMELI OA MABENKELE A LIJO O THUNYELITSOE LEFU,-1,sesotho
-1,BOHANYETSI BO ITLOSA LITLHONG,-1,sesotho
-1,MONNA O QETA HO THUNYA MOSALI'AE O MO SIHILE A RAPALLETSE KATLUNG,-1,sesotho
-1,MAOTO BOHOLO A SHEBILE MOTSE-MOHOLO,1,sesotho
1,LESECHURITHI LE KENYA BARUTUOA MONOANA KA PELE,-1,sesotho
-1,MONNA O KHETHETSA MAKOEBA KHAHLANONG LE MOLAOLI,-1,sesotho
1,LEKHOTLA LE TJEBELA MATJOING NYEOE OA PHATHI E TSEKANG SETULO SA KHEKHETHANE,-1,sesotho
1,MOLAOLI O RE A KEKE A JARA FOLAKHA LE MOLAO-THEO BOEMO BONA BO TENG O TLA SEBETSANA LE BONA LE THOLE LE SHEBELLE,1,sesotho
1,BA BATLA HO MO SULUBANYA HO NTSE HO LE JOALO,-1,sesotho
-1,TONAKHOLO O LIELLOA TSONA TSENA HO RIALO SECHABA SE HALEFILENG,-1,sesotho
-1,SETHO SANE SA PHATI SE NENG SE JELE MABELE SE ROHAKA LETONA PARAMENTENG,-1,sesotho
1,BASHANYANA BA PITLOA LILEMO TSE MASHOME A MARARO CHANKANENG,-1,sesotho
-1,MONNA O QETA HO THUNYA MOSALI'AE O THUNYELELITSE LE MOAHISANE,-1,sesotho
-1,HO NTSE HO BOLOKOA LITOPO TSE MASHOME A MABELI A METSO E ROBONG TOROPONG,-1,sesotho
-1,BACHA BA HALEFETSE MOPARAMENTE HA BOHLOKO,-1,sesotho
-1,HOJA LINAHA LI NE LI NGOLISOA NAHA ENA EKABE E LE NAHA EA LESHALA E SE NANG LITOKOMANE,-1,sesotho
-1,O TŠOARELOA HO IKETSA LESOLE 'MOTOANA HO MARANG-RANG,-1,sesotho
-1,MONNA O QOSOA KA HO BETA MOSHANYANA,-1,sesotho
-1,LEKHOTLA LE BA NYATHOLA LILEMO TSE LESHOME CHANKANENG KA LITHUNYA TSA MASHALA,-1,sesotho
1,EHLILE HO BOIMA HO MOFU HO QOBA LEBITLA,-1,sesotho
-1,MOITHUTI O PHOMOLITSOE KA PHUPU E MAHLONOKO MAOBANE,-1,sesotho
1,MOSUOE-HLOOHO O THUNYELITSOE LEFU BASHEMANENG MAOBANE,-1,sesotho
-1,BONA MONNA EA BOLAETSENG MOSALI SETHALENG,-1,sesotho
-1,MONNA O FOSOA KA LETHALA LA LIKULO,1,sesotho
-1,O 'MOLAETSE MAHLONG A MOR'A BONA,-1,sesotho
1,SEPOLESA SE HLAKISA SE ILENG SA ETSAHALA KA BOTEBO HOSENG KAJENO,0,sesotho
-1,MOAHO OA KOMPONE O REKISITSOE KA LIPABI,-1,sesotho
-1,BA KHABELA NAMA EA NTJA,-1,sesotho
-1,MONNA O FIHLA HA NKHONO A TSOTSE A SELAKHUOE MOLALA LE LITAPOLE,-1,sesotho
-1,BISHOPO O TLOTLA SEBOHOLI KA HO MO REKELA KOLOI E NCHA-CHA,1,sesotho
-1,MOQHOBI OA TEKESI O QETA HO PARAKOLLOA KA KOLOING,1,sesotho
-1,BANA BA BANANA BA FUMANOA BA PHAPHAMETSE KA LETAMONG,-1,sesotho
1,BA HABO MOFU BA AMOHELA LENGOLO LA HAE LA THUTO,1,sesotho
1,MONNA O KHAKHATHELA MOSALI LEFU,-1,sesotho
-1,MOHLANKANA EA NENG A ISOA LEBOLLONG O SELAKHUOE,-1,sesotho
-1,SEROPO SE ETSOA KA MOSALI,-1,sesotho
-1,SEPOLESA SE QETA HO PHUTHA SETOPO SA NGOANANA,-1,sesotho
-1,SEBONOANG SE BONOA KE BOHLE NGOANA O QETA HO FUMANOA,-1,sesotho
-1,SEPOLESA SE NTSE SE TSOMANA LE NGOANA EA NYAMETSENG,-1,sesotho
-1,MONNA O QETA HO THUNYETSA MOSALI'AE LEFU,-1,sesotho
-1,UTLOA KA MORAO-RAO KA NGOANA EA NYAMETSENG,-1,sesotho
-1,NGOANA O NYAMELA A ROBETSE A LE MONG,-1,sesotho
-1,SEBOHOLI SE 'MATLETSE MOO A SENG A LULA TENG,1,sesotho
-1,MONNA KE MOFU KAMORA HO HLAJOA KA THIPA KE MOSALI'AE,-1,sesotho
1,BATHO BA CHELLETSE KA FEMENG,-1,sesotho
-1,SETOPO SE NTSE SE RAPALLETSE LEBALENG,-1,sesotho
-1,SEPOLESA SE TŠOERE BABOLAI BA SEBOHOLI,1,sesotho
-1,MASHOLU A QETA HO BOLAEA MONGA LIKHOMO,-1,sesotho
-1,BAHLANKA BA 'MUSO BA SENYA MOSEBETSI KA LEBAKA LA BOSHOLU,-1,sesotho
-1,MOSHANYANA KE MOFU KAMORA HO BONA NOHA,-1,sesotho
-1,MOSALI O THUNYETSOA LEFU MONNA'AE A NTSE A LE 'MOSHARENG,-1,sesotho
0,LESHOLU LE PHETHOHA KA KOLOI A QETANG HO E UTSOA,-1,sesotho
-1,BA HLABA NYATSI KA LERUMO,-1,sesotho
-1,NGOANA O FUMANOA KA NTLOANENG NAKONG EO HO NTSENG HO HULOA MATLOANA,-1,sesotho
-1,MOSALI EO RE ILENG RA MO KENYA MANGOLE O INEHELA SEPOLESENG,1,sesotho
-1,HO NKHA LEFU SEKOLONG SE PHAHAMENG,-1,sesotho
-1,SECHABA SE BOLAEA BANNA BA BABELI BA MASHOLU,-1,sesotho
-1,UTLOA NA HOBANENG MOSALI ENOA A NTSE A BATLOA,-1,sesotho
-1,MO JOETSENG A INEHELE SEPOLESENG O SE A NTSE A TŠOEROE,1,sesotho
-1,MOSALI LE MONNA BA BATLOA KA POLAO EA MOTHO,-1,sesotho
-1,O BOLAEA BATHO BA BABELI KA BOSIU BO LE MONG,-1,sesotho
-1,MOITHUTI OA SEKOLO O TŠELLOA CHEFO KA JOALENG,-1,sesotho
1,LIA JA LIA ROBA MALIBA HO PSHA A MATALA HLAKA LEA POTILE,-1,sesotho
-1,SENOAMALI SE TŠAJOANG HAHOLO SE BUA LIKAKATA LIBE KE BATLA MASOBA,-1,sesotho
-1,'MOLAI OA BASEBETSI O HLAHILE KA KHOTLA,-1,sesotho
-1,'MOLAI OA LEPOLESA O HLAHA LEKHOTLENG,-1,sesotho
-1,HONDA FIT E UTSUOE KA LITHUNYA,-1,sesotho
1,NGOANA O NTSE A SO FUMANOE SETEREKENG,-1,sesotho
