text,aspect,sentiment_label,language
SESOLE SE KHALEMELA $T$,MOKHA,-1,sesotho
$T$ E TLO BULOA,PARAMENTE,1,sesotho
$T$ O HOBOLETSE CHELETE EA BANNA MAHLO,MOKHA,-1,sesotho
MOKHA O HOBOLETSE $T$ MAHLO,CHELETE EA BANNA,0,sesotho
$T$ O SELEBALLETSOE,'MAMPOLI,-1,sesotho
$T$ LI KOETSOE,LIOFISI TSA LEKALA,-1,sesotho
$T$ O TŠELA MASOLE KA METSI A BATANG,MOOKAMELI,-1,sesotho
MOOKAMELI  O TŠELA $T$ KA METSI A BATANG,MASOLE,0,sesotho
$T$ A FEPJOA PAPA KA IMANA LE LIKHOBE,MASOLE,-1,sesotho
MASOLE A FEPJOA PAPA KA $T$ LE LIKHOBE,IMANA,-1,sesotho
MASOLE A FEPJOA PAPA KA IMANA LE $T$,LIKHOBE,-1,sesotho
MASOLE A FEPJOA $T$ KA IMANA LE LIKHOBE,PAPA,-1,sesotho
$T$ LE RE KOMISI E FOSITSE,LEKHOTLA,0,sesotho
LEKHOTLA LE RE $T$ E FOSITSE,KOMISI,-1,sesotho
$T$ BO ITJELLA CHELETE EA MAPOLESA MAPOLESA A FUOA LI BISCUITS,BOOKAMELI,-1,sesotho
BOOKAMELI BO ITJELLA $T$ MAPOLESA A FUOA LI BISCUITS,CHELETE EA MAPOLESA,0,sesotho
BOOKAMELI BO ITJELLA CHELETE EA MAPOLESA $T$ A FUOA LI BISCUITS,MAPOLESA,0,sesotho
BOOKAMELI BO ITJELLA CHELETE EA MAPOLESA MAPOLESA A FUOA $T$,LI BISCUITS,-1,sesotho
$T$ O AHLOLELOA BOPHELO BOHLE CHANKANENG HABELI,MONNA,-1,sesotho
MONNA O AHLOLELOA BOPHELO BOHLE $T$ HABELI,CHANKANENG,0,sesotho
$T$ E TSOIBILA LI MISSILE TSE 400,NAHA,-1,sesotho
NAHA E TSOIBILA LI $T$ TSE 400,MISSILE,-1,sesotho
$T$ E HIRILE LIKOLOI TSA BOSHOLU 'MUSONG,PHATHI,-1,sesotho
PHATHI E HIRILE $T$ TSA BOSHOLU 'MUSONG,LIKOLOI,-1,sesotho
PHATHI E HIRILE LIKOLOI TSA BOSHOLU $T$,'MUSONG,0,sesotho
$T$ O TIMA MOTLAKASE LEKHOTLENG LE PHAHAMENG,MOOKAMELI,-1,sesotho
MOOKAMELI O TIMA $T$ LEKHOTLENG LE PHAHAMENG,MOTLAKASE,0,sesotho
MOOKAMELI O TIMA MOTLAKASE $T$,LEKHOTLENG LE PHAHAMENG,0,sesotho
$T$ O TOBA MOKHA KA 'NETE,TONAKHOLO,1,sesotho
TONAKHOLO O TOBA $T$ KA 'NETE,MOKHA,0,sesotho
$T$ SE KETEKA SELEMO SA NAHA LE SEEA-LE-MOEA,SEROKI,1,sesotho
SEROKI SE KETEKA $T$ LE SEEA-LE-MOEA,SELEMO SA NAHA,1,sesotho
SEROKI SE KETEKA SELEMO SA NAHA LE $T$,SEEA-LE-MOEA,0,sesotho
$T$ KE LEHLABA-PHIEO O LOKELA HORE A TŠOAROE,MOOKAMELI,-1,sesotho
HO NKHA SEPUTA SA BOBOLU LIOFISING TSA $T$ OA 'MUSO,RAMOLAO E MOHOLO,-1,sesotho
HO NKHA SEPUTA SA BOBOLU LIOFISING TSA RAMOLAO E MOHOLO OA $T$,'MUSO,0,sesotho
$T$ TORONKONG KA MORA HO HANA HO BITSA SETABANE NGOANANA,MONNA,-1,sesotho
MONNA $T$ KA MORA HO HANA HO BITSA SETABANE NGOANANA,TORONKONG,-1,sesotho
MONNA TORONKONG KA MORA HO HANA HO BITSA $T$ NGOANANA,SETABANE,-1,sesotho
MONNA TORONKONG KA MORA HO HANA HO BITSA SETABANE $T$,NGOANANA,0,sesotho
$T$ E LLELA HO KENA PUSONG,PHATHI,0,sesotho
PHATHI E LLELA HO KENA $T$,PUSONG,1,sesotho
$T$ SE BUA MASA-A-KOKOMETSE,SETHO SA PHATHI,-1,sesotho
$T$ O BOHLA KHOSHANE O ROHAKA SECHABA,MOOKAMELI,-1,sesotho
MOOKAMELI O BOHLA KHOSHANE O ROHAKA $T$,SECHABA,0,sesotho
$T$ E HLAPAOLA NAHA,PHALA EA 'MUSO,-1,sesotho
PHALA EA 'MUSO E HLAPAOLA $T$,NAHA,0,sesotho
$T$ E TŠOHILE JOALO KA NONYANA,NAHA,-1,sesotho
NAHA E TŠOHILE JOALO KA $T$,NONYANA,-1,sesotho
$T$ O LLA KA SEPOLESA,MOOKAMELI,0,sesotho
MOOKAMELI O LLA KA $T$,SEPOLESA,-1,sesotho
BA RE $T$ LE FETOA KE LA KATSE,LEBITLA LA MOHATSA TONAKHOLO OA MEHLENG,-1,sesotho
BA RE LEBITLA LA MOHATSA TONAKHOLO EA MEHLENG LE FETOA KE LA $T$,KATSE,0,sesotho
$T$ O RE O MOTLOTLO KA SECHABA,MOETAPELE,1,sesotho
MOETAPELE O RE O MOTLOTLO KA $T$,SECHABA,1,sesotho
$T$ E ETSA LIHLOOHO TSA LITABA LEFATŠENG KA BOTLOKOTSEBE,NAHA,-1,sesotho
NAHA E ETSA LIHLOOHO TSA LITABA $T$ KA BOTLOKOTSEBE,LEFATŠENG,0,sesotho
$T$ BO PHOQA MASOLE,BOLAOLI,-1,sesotho
BOLAOLI BO PHOQA $T$,MASOLE,0,sesotho
$T$ E RE E TLA FINA SELELU,NAHA,-1,sesotho
$T$ LI ITSETETSE KA HARA SESOLE,LITLOKOTSEBE TSA BANNA,-1,sesotho
LITLOKOTSEBE TSA BANNA LI ITSETETSE KA HARA $T$,SESOLE,-1,sesotho
$T$ E TSOELA MOLAOLI TAOLONG,OFISIRI,-1,sesotho
OFISIRI E TSOELA $T$ TAOLONG,MOLAOLI,0,sesotho
$T$ O BOLILE JOALO KA LIRUOA,MOCHOCHISI,-1,sesotho
MOCHOCHISI O BOLILE JOALO KA $T$,LIRUOA,-1,sesotho
$T$ E LLA KA MELATA,PHATHI,-1,sesotho
PHATHI E LLA KA $T$,MELATA,-1,sesotho
LIHLOA LEKHOARA KAHARA $T$,PHATHI,-1,sesotho
KE MPHETE KE O FETE $T$,MABALENG A LIPOLOTIKI,-1,sesotho
HO TLA SHOA $T$ KA MONA,MOTHO,-1,sesotho
$T$ O IMENYAMENYA KA MOSALI OA LESOLE,MOOKAMELI,-1,sesotho
MOOKAMELI  O IMENYAMENYA KA $T$,MOSALI OA LESOLE,0,sesotho
$T$ O RE O TLO BULA PARAMENTE,MOETAPELE,1,sesotho
MOETAPELE O RE O TLO BULA $T$,PARAMENTE,1,sesotho
$T$ A TSOANG NTOENG A LEBOHUOA KA HO SILILOA MEKOKOTLO,MASOLE,-1,sesotho
MASOLE A TSOANG $T$ A LEBOHUOA KA HO SILILOA MEKOKOTLO,NTOENG,-1,sesotho
MASOLE A TSOANG NTOENG A LEBOHUOA KA HO SILILOA $T$,MEKOKOTLO,0,sesotho
$T$ SE SOSOTHELA MOKHA OA LIPOLOTIKI,SECHABA,-1,sesotho
SECHABA SE SOSOTHELA $T$,MOKHA OA LIPOLOTIKI,-1,sesotho
$T$ LE  NYAKALLETSE,LETONA,1,sesotho
$T$ O RE O TLO KENYA BOTABANE MOLAONG,MOKHA OA POLOTIKI,0,sesotho
MOKHA OA POLOTIKI O RE O TLO KENYA $T$ MOLAONG,BOTABANE,-1,sesotho
MOKHA OA POLOTIKI O RE O TLO KENYA BOTABANE $T$,MOLAONG,0,sesotho
$T$ O HANA HO AMOHELA MASOLE A TSOANG NTOENG,TONAKHOLO,-1,sesotho
TONAKHOLO O HANA HO AMOHELA $T$ A TSOANG NTOENG,MASOLE,0,sesotho
TONAKHOLO O HANA HO AMOHELA MASOLE A TSOANG $T$,NTOENG,0,sesotho
$T$ E RE LITHO TSA PHATHI LI EA TSEBA KA NYATSI EA MOETAPELE,KHATISO,-1,sesotho
KHATISO E RE $T$ LI EA TSEBA KA NYATSI EA MOETAPELE,LITHO TSA PHATHI,-1,sesotho
KHATISO E RE LITHO TSA PHATHI LI EA TSEBA KA $T$,NYATSI EA MOETAPELE,-1,sesotho
$T$ O AMOHELOA KE MARENA A 15,MOETAPELE,1,sesotho
MOETAPELE O AMOHELOA KE $T$ A 15,MARENA,0,sesotho
6 BILLION MALOTI E NYAMETSENG E BOTSOE $T$,PHATHI,-1,sesotho
$T$ O UTSOA 6 BILLION EA SECHABA,'MUSO,-1,sesotho
'MUSO O UTSOA 6 BILLION EA $T$,SECHABA,0,sesotho
HO TŠOAROA HOA $T$ KE 'MOMORI O HLOPHISITSOENG,MOETAPELE,-1,sesotho
$T$ SE HANA LIMPHO TSA MOHATSA OA TONAKHOLO,SECHABA,-1,sesotho
SECHABA SE HANA $T$ TSA MOHATSA OA TONAKHOLO,LIMPHO,-1,sesotho
SECHABA SE HANA LIMPHO TSA $T$,MOHATSA TONAKHOLO,0,sesotho
$T$ O MAKALLA HO TŠOAROA HA MOETAPELE,MOOKAMELI,0,sesotho
MOOKAMELI O MAKALLA HO TŠOAROA HA $T$,MOETAPELE,-1,sesotho
$T$ O MAKATSA SECHABA,MOKHOTHALETSUOA,1,sesotho
$T$ SE PHEPHETHELA MOKHOTHALETSUOA,SECHABA,0,sesotho
SECHABA SE PHEPHETHELA $T$,MOKHOTHALETSUOA,-1,sesotho
$T$ E SULUBANTSOE FATŠE LEFUNG,TENTE,-1,sesotho
TENTE E SULUBANTSOE FATŠE $T$,LEFUNG,-1,sesotho
$T$ E PHELA MATSOALONG,TONAKHOLO EA MEHLENG,-1,sesotho
KE MADAMPA-DAMPA KAHARA $T$,PHATHI,-1,sesotho
$T$ LE TJEBELA BOKHOPO BA MOOKAMELI MATJOING,LEKHOTLA,1,sesotho
LEKHOTLA LE TJEBELA BOKHOPO BA $T$ MATJOING,MOOKAMELI,-1,sesotho
$T$ O FETOHILE,MOALO OA LIKHETHO,0,sesotho
$T$ KE LESHOLU,SEBOHOLI,-1,sesotho
$T$ LE KHAKHATHILE PAKI,LEPOLESA,-1,sesotho
LEPOLESA LE KHAKHATHILE $T$,PAKI,0,sesotho
$T$ SEPETLELE,LIJO TSA BAKULI,0,sesotho
LIJO TSA BAKULI $T$,SEPETLELE,0,sesotho
$T$ KE RALESHANO OA LEQITOLO LA TSOTSI,MOOKAMELI,-1,sesotho
MOOKAMELI KE RALESHANO OA LEQITOLO LA $T$,TSOTSI,-1,sesotho
$T$ O BUA LESHANO LE MPIPI KA KA KHOTLA,MOOKAMELI,-1,sesotho
MOOKAMELI O BUA LESHANO LE MPIPI KA KA $T$,KHOTLA,0,sesotho
$T$ O TŠIRELETSA BABOLAI BA MOITHUTI,MOOKAMELI,-1,sesotho
MOOKAMELI O TŠIRELETSA $T$ BA MOITHUTI,BABOLAI,-1,sesotho
MOOKAMELI O TŠIRELETSA BABOLAI BA $T$,MOITHUTI,0,sesotho
$T$ O HLOHLELLETSA MEFEREFERE SEKOLONG SE SEHOLO,MOETAPELE,-1,sesotho
MOETAPELE O HLOHLELLETSA MEFEREFERE $T$,SEKOLONG SE SEHOLO,0,sesotho
$T$ O HULA TŠIRELETSO EA MOCHOCHISI E MOHOLO,MOOKAMELI,-1,sesotho
MOOKAMELI O HULA TŠIRELETSO EA $T$,MOCHOCHISI E MOHOLO,0,sesotho
$T$ E BOLISITSE LEKALA HO NKHA HORE PHU,PHATHI,-1,sesotho
PHATHI E BOLISITSE $T$ HO NKHA HORE PHU,LEKALA,-1,sesotho
$T$ O KHOLA M50 000 KA LETSATSI,MOCHOCHISI,-1,sesotho
$T$ E RE HA E BATLE MOSALI EA TANTŠANG A TSOTSE,NAHA,0,sesotho
NAHA E RE HA E BATLE $T$ EA TANTŠANG A TSOTSE,MOSALI,-1,sesotho
$T$ O BOLAOA A KAKATETSE LITAEMANE,NGOANA OA MOHOLOANE OA MOETAPELE,-1,sesotho
NGOANA OA MOHOLOANE OA MOETAPELE O BOLAOA A KAKATETSE $T$,LITAEMANE,-1,sesotho
$T$ O TSEBA KA MORERO OA POLAO EA LIOFISIRI,MOOKAMELI,-1,sesotho
MOOKAMELI O TSEBA KA MORERO OA POLAO EA $T$,LIOFISIRI,-1,sesotho
$T$ O CHAKELA BANNA BOESA,MOETAPELE,1,sesotho
MOETAPELE O CHAKELA $T$ BOESA,BANNA,0,sesotho
$T$ O HAHA SEKOLO SETEREKENG,MOHOEBI,1,sesotho
MOHOEBI O HAHA $T$ SETEREKENG,SEKOLO,0,sesotho
MOHOEBI O HAHA SEKOLO $T$,SETEREKENG,0,sesotho
BA RE $T$ A QOSETSOE BOHLABA-PHIEO,MOOKAMELI,-1,sesotho
$T$ O KHANNGOE KE LIPOTSO KA KHOTLA,MOOKAMELI,-1,sesotho
MOOKAMELI O KHANNGOE KE LIPOTSO KA $T$,KHOTLA,0,sesotho
$T$ O ITSE MAFU  A SE KE A BATLISISOA,RAMOLAO,-1,sesotho
$T$ O KOPA TŠOARELO,MOOKAMELI,1,sesotho
$T$ O HLASELA BABUSI LEFUNG,MOOKAMELI,-1,sesotho
MOOKAMELI O HLASELA $T$ LEFUNG,BABUSI,0,sesotho
$T$ O PATELA LEKHOTLA LITABA TSA HAE,MOOKAMELI,-1,sesotho
MOOKAMELI O PATELA $T$ LITABA TSA HAE,LEKHOTLA,0,sesotho
MOOKAMELI O PATELA LEKHOTLA $T$ TSA HAE,LITABA,-1,sesotho
$T$ O BOLAEA BATHO BA 21,RASETHUNYA,-1,sesotho
RASETHUNYA O BOLAEA $T$ BA 21,BATHO,-1,sesotho
$T$ O ITAHLETSE KA HARA SEKOTI SA LIHELE,MOOKAMELI,-1,sesotho
$T$ O PEPETLA BAMAMELI KA LESHANO,MONNA,-1,sesotho
MONNA  O PEPETLA $T$ KA LESHANO,BAMANELI,0,sesotho
$T$ LE RE MAFUTSANA A LO CHA LIHELENG KOANA,LETONA,-1,sesotho
LETONA LE RE $T$ A LO CHA LIHELENG KOANA,MAFUTSANA,-1,sesotho
LETONA LE RE MAFUTSANA A LO CHA $T$ KOANA,LIHELENG,-1,sesotho
$T$ O LATOLA PHATHI HARARO PELE MOKOKO O LLA,MOTLATSI OA MOETAPELE,-1,sesotho
MOTLATSI OA MOETAPELE O LATOLA $T$ HARARO PELE MOKOKO O LLA,PHATHI,0,sesotho
$T$ KE LEMENEMENE LE FETANG JUDAS ISCARIOT OA BIBELENG,MOOKAMELI,-1,sesotho
$T$ E HALEFISA MOTSAMAISI OA BOLO,KONTERAKA EA SEBAPALI,-1,sesotho
KONTERAKA EA SEBAPALI E HALEFISA $T$,MOTSAMAISI OA BOLO,-1,sesotho
$T$ E RE MOOKAMELI O BUA LESHANO LE LETALA KA KHOTLA,OFISIRI,0,sesotho
OFISIRI E RE $T$ O BUA LESHANO LE LETALA KA KHOTLA,MOOKAMELI,-1,sesotho
OFISIRI E RE MOOKAMELI O BUA LESHANO LE LETALA KA $T$,KHOTLA,0,sesotho
$T$  O TLO FANA KA BOPAKI BO PHEUOENG KA KHOTLA HOSANE,MOOKAMELI,-1,sesotho
MOOKAMELI  O TLO FANA KA BOPAKI BO PHEUOENG KA $T$ HOSANE,KHOTLA,0,sesotho
$T$ O TŠEHA BAITŠOKOLI,MOETAPELE,-1,sesotho
$T$ O LITLAMONG TSA SEPOLESA KA HO JA MOLISANA MAOTOANA,MOOKAMELI,-1,sesotho
MOOKAMELI O LITLAMONG TSA SEPOLESA KA HO JA $T$ MAOTOANA,MOLISANA,-1,sesotho
$T$ O FANYEHA MOLAO OA MOTHEO,MOOKAMELI,-1,sesotho
MOOKAMELI O FANYEHA $T$,MOLAO OA MOTHEO,0,sesotho
$T$ O RE HO LEKANE KA BAAHLOLI BA MELATA,MOAHLOLI E MOHOLO,0,sesotho
MOAHLOLI E MOHOLO O RE HO LEKANE KA $T$,BAAHLOLI BA MELATA,-1,sesotho
HO BULOA $T$ SETEREKENG,LEKHOTLA LE PHAHAMENG,1,sesotho
$T$ E E TLO QHALOA,NYEOE EA TONAKHOLO LE MOHATSA OA HAE,1,sesotho
$T$ O PHOLOSA BOPHELO BA MOITHUTI,MOETAPELE,1,sesotho
MOETAPELE  O PHOLOSA BOPHELO BA $T$,MOITHUTI,-1,sesotho
$T$ O RINYA BATHO BA BATŠO BA 10,RASETHUNYA,-1,sesotho
RASETHUNYA O RINYA $T$ BA 10,BATHO BA BATŠO,-1,sesotho
$T$ SE TEBELLOA HO PHINYA HAHOLO LEHO TŠEHA HA QETA,SEBAPALI,-1,sesotho
$T$ O BEHILE TŠIRELETSO EA NAHA TSIETSING O HLAHLELLA LINOKOANE KA LITHUNYA,MOOKAMELI,-1,sesotho
MOOKAMELI O BEHILE TŠIRELETSO EA $T$ TSIETSING O HLAHLELLA LINOKOANE KA LITHUNYA,NAHA,-1,sesotho
$T$ OA BOLAOA,MOLULASETULO OA BACHA,-1,sesotho
$T$ O PHALLELA SECHABA KEREKE,MOETAPELE,1,sesotho
MOETAPELE O PHALLELA $T$ KEREKE,SECHABA,0,sesotho
MOETAPELE O PHALLELA SECHABA $T$,KEREKE,0,sesotho
$T$ TSE 180 LI NYAMETSE SEPOLESENG,LITHUNYA,-1,sesotho
LITHUNYA TSE 180 LI NYAMETSE $T$,SEPOLESENG,-1,sesotho
$T$ O KOETELA PROJECT EA LEKALA,MOETAPELE,-1,sesotho
MOETAPELE O KOETELA $T$,PROJECT EA LEKALA,0,sesotho
$T$ MATJALENG KA HO TONOSETSA MABITLA,MOITHUTI,-1,sesotho
MOITHUTI MATJALENG KA HO TONOSETSA $T$,MABITLA,0,sesotho
$T$ E BUBURILE CHELETE KAOFELA,PHATHI,-1,sesotho
PHATHI E BUBURILE $T$ KAOFELA,CHELETE,0,sesotho
$T$ O BOLAISOA LIOPAPINA E MONG O LLELOA KE LITŠEPE,MONNA,-1,sesotho
$T$ O ABELOA LENGOLO LA THUTO E PHAHAMENG,MOETAPELE,1,sesotho
MOETAPELE O ABELOA $T$,LENGOLO LA THUTO E PHAHAMENG,0,sesotho
$T$ SE SEHOLO LEFATŠENG SE RE HA SE NA HASONA,SEKHORANE,-1,sesotho
SEKHORANE SE SEHOLO $T$ SE RE HA SE NA HASONA,LEFATŠENG,0,sesotho
HO NTŠOA $T$ A 77 LE LITOPO TSE HLANO MOKOTING EBILE BA LLELOA KE LITŠEPE,MAKHOMOSA,-1,sesotho
HO NTŠOA MAKHOMOSHA A 77 LE $T$ TSE HLANO MOKOTING EBILE BA LLELOA KE LITŠEPE,LITOPO,-1,sesotho
HO TSONGOA $T$ LE KA LINTJA,LITOPO,-1,sesotho
HO TSONGA LITOPO LE KA $T$,LINTJA,1,sesotho
$T$ KE LEHLABA-PHIEEO,MOTLATSI OA MOLAOLI,-1,sesotho
$T$ EBILE E MAHLONOKO E NKILENG MAPHELO A BATHO,PASEKA,-1,sesotho
PASEKA EBILE E MAHLONOKO E NKILENG MAPHELO A $T$,BATHO,0,sesotho
$T$ O QETA SECHABA MAPOLESA A SHEBELETSE,RASETHUNYA,-1,sesotho
RASETHUNYA O QETA SECHABA $T$ A SHEBELETSE,MAPOLESA,-1,sesotho
RASETHUNYA O QETA $T$ MAPOLESA A SHEBELETSE,SECHABA,0,sesotho
$T$ O TSIETSIENG EA HO LAHLELOA KE LITHO,MOKHA,-1,sesotho
MOKHA O TSIETSIENG EA HO LAHLELOA KE $T$,LITHO,0,sesotho
BA RE $T$ KE NOHA EA TLHOARE,MOHATSA OA TONAKHOLO,-1,sesotho
$T$ O BUA LESHANO KA KHOTLA O RE LELEME LE THELETSE,MOAHLOLI,-1,sesotho
MOAHLOLI O BUA LESHANO KA $T$ O RE LELEME LE THELETSE,KHOTLA,0,sesotho
$T$ O FUPARISITSOE M30 000 HO SENYA NYEOE EA MOHOEBI,MOCHOCHISI,-1,sesotho
MOCHOCHISI O FUPARISITSOE M30 000 HO SENYA $T$,NYEOE EA MOHOEBI,-1,sesotho
UTLOA KA LITABA TSA BO $T$ BA HANANG HO EA KHOTLA,'MAMPOLI,-1,sesotho
UTLOA KA LITABA TSA BO 'MAMPOLI BA HANANG HO EA $T$,KHOTLA,-1,sesotho
$T$ LE QOETSE KA M700 000 MALOTI,LETONA LA MEHLENG,-1,sesotho
$T$ O NEHELA MOEA BALATELI BA EONA BA PHASA-PHASA,MOKHA,-1,sesotho
MOKHA O NEHELA MOEA $T$ BA EONA BA PHASA PHASA,BALATELI,-1,sesotho
$T$ O TŠOHILE JOALO KA NONYANA,MOETAPELE,-1,sesotho
MOETAPELE O TŠOHILE JOALO KA $T$,NONYANA,1,sesotho
$T$ O KH'OEFELA MOCHOCHISI KA SEHLETHELA SA MATHE,OFISIRI,0,sesotho
OFISIRI O KH'OEFELA $T$ KA SEHLETHELA SA MATHE,MOCHOCHISI,-1,sesotho
$T$ O TABOLA BOLUMARA BA MOHATSA OA TONAKHOLO EA MEHLENG,TONAKHOLO,-1,sesotho
TONAKHOLO O TABOLA $T$ BA MOHATSA OA TONAKHOLO EA MEHLENG,BOLUMARA,0,sesotho
TONAKHOLO O TABOLA BOLUMARA BA $T$,MOHATSA OA TONAKHOLO EA MEHLENG,0,sesotho
$T$ O HAHELA MORENA OFISI LE HOLO,MOETAPELE,1,sesotho
MOETAPELE O HAHELA $T$ OFISI LE HOLO,MORENA,0,sesotho
MOETAPELE O HAHELA MORENA $T$ LE HOLO,OFISI,1,sesotho
MOETAPELE O HAHELA MORENA OFISI LE $T$,HOLO,1,sesotho
$T$ O HOOA KA NTSOE LE PHEFA,KHOSATSANA,1,sesotho
$T$ MATJALENG,MONNA,-1,sesotho
$T$ O RE MOAHLOLI A ILO IPHANYEHA,MOOKAMELI,0,sesotho
MOOKAMELI O RE $T$ A ILO IPHANYEHA,MOAHLOLI,-1,sesotho
$T$ EA MEHLENG KHOTLA KA LEFU LA MOHATSA OA MEHLENG,TONAKHOLO,-1,sesotho
TONAKHOLO EA MEHLENG $T$ KA LEFU LA MOHATSA OA MEHLENG,KHOTLA,0,sesotho
TONAKHOLO EA MEHLENG KHOTLA KA LEFU LA $T$,MOHATSA OA MEHLENG,-1,sesotho
$T$ TSE KHOLO LI ITUKISETSA NTOA,LINAHA,-1,sesotho
$T$ A HA LI SA SEBETSA,LIKARETE TSA LI BANKA,-1,sesotho
MAHOSANA A RE A SOABISITSOE KE BOITŠOARO BA $T$,MAPARAMENTE,-1,sesotho
$T$ A RE A SOABISITSOE KE BOITŠOARO BA MAPARAMENTE,MAHOSANA,-1,sesotho
BA KHOLANG $T$ E TLASE HA BA NA ANGOA KE LEKHETHO,MEPUTSO,-1,sesotho
BA KHOLANG MEPUTSO E TLASE HA BA NA ANGOA KE $T$,LEKHETHO,1,sesotho
$T$ O HANA HO QOSA LESHOLU,MOCHOCHISI,-1,sesotho
MOCHOCHISI O HANA HO QOSA $T$,LESHOLU,-1,sesotho
$T$ E RE E IPATLA BOHANYETSING,PHATHI,1,sesotho
PHATHI E RE E IPATLA $T$,BOHANYETSING,-1,sesotho
$T$ LE INKA SELFIE LE BA BAHOLO KE THABO,LETONA,1,sesotho
LETONA LE INKA $T$ LE BA BAHOLO KE THABO,SELFIE,0,sesotho
$T$ SE PHELANG UKRAINE SE BOLOKOHILE,SECHABA,1,sesotho
$T$ O RERELOA LEFU,MOAHLOLI,-1,sesotho
$T$ O TŠOEROE KA BOSHOLU,MOKHETHOA,-1,sesotho
$T$ O NYELISA KAHLOLO EA LEKHOTLA HAPE O E SHEBA FEELA JOALOKA NTHO'A NGOANA,MOOKAMELI,-1,sesotho
MOOKAMELI O NYELISA $T$ HAPE O E SHEBA FEELA JOALOKA NTHO'A NGOANA,KAHLOLO EA LEKHOTLA,0,sesotho
$T$ O HLASELA SETHO SA PHATHI,MOETAPELE,-1,sesotho
MOETAPELE O HLASELA $T$,SETHO SA PHATHI,0,sesotho
$T$ E UTSOA LIKHOMO,OFISIRI,-1,sesotho
OFISIRI E UTSOA $T$,LIKHOMO,0,sesotho
$T$ O PATALLA MONNA OA LEKOEREKOERE,MOCHOCHISI,-1,sesotho
MOCHOCHISI O PATALLA $T$,MONNA OA LEKOEREKOERE,0,sesotho
$T$ E ETSA TLHOLOSANO EA HO HAPA LIKOLOI,PHATHI,1,sesotho
PHATHI  E ETSA $T$,TLHOLOSANO EA HO HAPA LIKOLOI,1,sesotho
$T$ E FETOHILE SELAKHAPHANE,NAHA,-1,sesotho
$T$ E FETOHILE SELAKHAPHANE,SELAKHAPANE,0,sesotho
$T$ LE TLO PHOTHOLA PAKI EA LESHANO,LEKHOTLA,1,sesotho
LEKHOTLA LE TLO PHOTHOLA $T$ EA LESHANO,PAKI,-1,sesotho
$T$ TSA MOHALE LI PELEKANYA MALEME,LIPAKI NYEOENG EA LITOPO,-1,sesotho
LIPAKI $T$ LI PELEKANYA MALEME,NYEOENG EA LITOPO,-1,sesotho
$T$ LE FA LIKEBEKOA TŠIRELETSO,LETONA,-1,sesotho
LETONA LE FA $T$ TŠIRELETSO,LIKEBEKOA,-1,sesotho
$T$ LE BOHLOKO KE LESHANO LA LETONA,LELAPA LA MOFU,-1,sesotho
LELAPA LA MOFU LE BOHLOKO KE LESHANO LA $T$,LETONA,-1,sesotho
$T$ O RE O PHONYOHILE TORONKO,MOKHETHOA,1,sesotho
MOKHETHOA O RE O PHONYOHILE $T$,TORONKO,0,sesotho
$T$ E RE HA TSEBE LETHO KA LEFU LA LESOLE,PAKI,-1,sesotho
PAKI E RE HA TSEBE LETHO KA LEFU LA $T$,LESOLE,-1,sesotho
$T$ O RAHA MOCHOCHISI MALING A MPA,MOAHLOLI,1,sesotho
MOAHLOLI O RAHA $T$ MALING A MPA,MOCHOCHISI,-1,sesotho
UTLOA KA TSA $T$ TSA MOCHOCHISI,LINAKELI,-1,sesotho
UTLOA KA TSA LINAKELI TSA $T$,MOCHOCHISI,0,sesotho
$T$ O RE PAKI E TŠOAROE,MOCHOCHISI,0,sesotho
MOCHOCHISI O RE $T$ E TŠOAROE,PAKI,-1,sesotho
$T$ SE PHONYOHA LEFU KA SOBA LA NALE,SEBAPALI,1,sesotho
$T$ O BELAELLOA POLAONG EA MOHOEBI,MOPARAMENTE,-1,sesotho
MOPARAMENTE O BELAELLOA POLAONG EA $T$,MOHOEBI,-1,sesotho
$T$ O RE HA A BATLE BAAHLOLI BA NAHA,MOCHOCHISI,-1,sesotho
MOCHOCHISI O RE HA A BATLE $T$,BAAHLOLI BA NAHA,0,sesotho
$T$ O RE AKHANETE E IKHULE NYEOENG EA TREASON,MOCHOCHISI,0,sesotho
MOCHOCHISI O RE $T$ E IKHULE NYEOENG EA TREASON,AKHENTE,-1,sesotho
MOCHOCHISI O RE AKHANETE E IKHULE $T$ EA TREASON,NYEOENG,-1,sesotho
$T$ BA MAMENEMENE MATJALENG,BACHOCHISI,-1,sesotho
$T$ O MATJALENG O QOSOA OA KA LETOTO LA LITLOLO TSA MOLAO,MOCHOCHISI,-1,sesotho
MOCHOCHISI O MATJALENG O QOSOA OA KA LETOTO LA $T$,LITLOLO TSA MOLAO,-1,sesotho
$T$ E LOKISA LITSELA MOO E HAPILENG LIKHETHO,PHATHI,1,sesotho
PHATHI E LOKISA $T$ MOO E HAPILENG LIKHETHO,LITSELA,1,sesotho
PHATHI E LOKISA LITSELA MOO E HAPILENG $T$,LIKHETHO,0,sesotho
$T$ O FEPA MASOLE NAMA EA BOSHOLU,MOPARAMENTE,-1,sesotho
MOPARAMENTE O FEPA $T$ NAMA EA BOSHOLU,MASOLE,0,sesotho
MOPARAMENTE O FEPA MASOLE $T$ EA BOSHOLU,NAMA,-1,sesotho
$T$ O ROETSE KA BOBOLU,TONAKHOLO,-1,sesotho
$T$ A QOBELLOA HO PAKA NYEOENG EA TREASON,MASOLE,-1,sesotho
